candidate_record_id,t0__address_history,t0__external_context_signals,t0__license_id_events,t0__vehicle_title_events,t0__work_location_signals,t1__evidence_update_stream
CAN-UXN3POM7C3,3,2,3,3,2,2
CAN-TIZW6C1EMA,3,3,3,3,2,1
CAN-DUFIJ59SRI,2,3,3,3,2,0
CAN-6PNBRMQ3EV,3,3,3,3,2,2
CAN-2QLPQ3FXQW,1,1,2,3,2,1
CAN-NGQ1IY08Z8,2,2,3,2,2,2
CAN-4WDL3XVT4E,2,3,3,3,2,2
CAN-TRN7OFGD0J,2,3,3,3,3,2
CAN-RWSBAODM0I,2,1,3,3,2,2
CAN-2J6DKBMHRR,1,3,2,3,1,2
CAN-08QEU4BAML,3,3,3,3,2,1
CAN-RLQHKQQST9,1,2,3,3,2,2
CAN-X02IZ2D16Y,3,3,3,3,2,2
CAN-LT1FZJP48I,3,2,2,3,2,2
CAN-IQXXNR7JXF,3,2,3,3,2,2
CAN-J7C3PW4MDD,2,1,3,2,1,1
CAN-6ZVPSI8O93,3,3,3,3,2,1
CAN-0FEIQNB3SA,0,1,3,0,0,0
CAN-TDW8X226WX,2,2,3,3,2,1
CAN-B7I0ZY2FZT,0,0,3,0,0,0
CAN-8NVF5MBIQB,3,3,3,3,2,2
CAN-YOE5B69H00,3,3,3,3,2,2
CAN-31MUZ1H0K7,2,3,3,3,2,1
CAN-Q25OHIFYW6,3,3,3,3,2,2
CAN-TLIZCIV2DC,5,3,3,6,2,2
CAN-UWSHNU3MMX,3,3,3,3,2,2
CAN-A71C7L5EIY,3,2,3,3,2,2
CAN-VECS372APN,3,3,3,2,2,0
CAN-J4ETG9SDXN,3,2,3,3,1,1
CAN-SRKZ33WHYT,2,3,3,3,2,2
CAN-Y1IZN6L1ZV,3,3,3,3,2,1
CAN-MK4T15AH7A,3,3,3,2,2,1
CAN-MA1Z0HZB4Z,3,3,3,3,2,2
CAN-J2WE7JK933,3,3,3,3,1,2
CAN-AG0FAJKMGM,3,3,3,2,2,1
CAN-HJH9P9V2ZS,1,2,3,3,2,2
CAN-8467CAI41V,3,3,3,3,2,2
CAN-UW3XAH0FKA,3,3,3,3,2,2
CAN-SC4NBNQOEY,2,2,3,2,2,1
CAN-KKKH6CL5ZG,3,3,3,3,2,2
CAN-A8RUHP98S6,3,3,3,3,2,2
CAN-7ITIRBP2SX,3,4,3,3,2,2
CAN-DEFCQ46ANJ,3,2,3,3,1,1
CAN-QM2JTRXQVZ,3,5,3,3,3,1
CAN-D4Z32118CP,3,3,3,3,2,1
CAN-LPOEU0T8L8,3,3,3,3,2,2
CAN-IR89KQAPNH,2,3,3,3,2,2
CAN-CZ94GT8AIS,2,2,3,1,1,1
CAN-4RRD71B38E,3,2,3,3,1,1
CAN-SDLIZ8KRN1,3,3,3,2,1,1
CAN-ZGZK972HIC,4,3,3,4,1,2
CAN-FHE8ROV90X,3,3,3,3,2,2
CAN-I75H5I3TAW,2,3,3,2,2,2
CAN-EYRNA4SVLL,3,2,3,2,2,0
CAN-6V62FSKT6K,3,3,3,3,2,1
CAN-SAC7HWNBF8,3,3,3,3,2,0
CAN-O1UJ5ZE9G8,2,2,3,3,2,0
CAN-97GYMH2W98,3,3,3,3,2,2
CAN-LNKYRNWEBT,3,3,3,2,2,1
CAN-G8Y57LP84G,3,3,3,3,2,1
CAN-Z71UP542XS,3,2,3,3,2,2
CAN-4JWPB1NS8O,3,2,3,3,2,2
CAN-P09I5QXWAL,3,3,3,3,2,2
CAN-N3Z0C6YMT2,3,2,3,3,3,0
CAN-6OUG9A8BMO,3,3,3,3,2,2
CAN-V42T2ZVPT5,3,3,3,4,2,2
CAN-82H4VKFG3O,3,3,3,3,2,0
CAN-P7DDCGCOG1,2,2,3,3,2,2
CAN-GZUB0H45I3,3,3,3,3,2,1
CAN-BH54HUUYCY,3,2,3,2,2,0
CAN-OT4XREA68P,3,2,3,3,2,1
CAN-3WSM8WDYEO,3,3,3,3,1,0
CAN-31IUZGGVJ9,3,3,3,3,2,1
CAN-NBO5OG9TWM,2,2,3,3,2,2
CAN-MJN2OR273J,5,4,3,4,2,2
CAN-HCWEEY3YDU,3,3,3,3,2,2
CAN-N8I41Q3CSD,3,3,3,3,2,2
CAN-MYGUUC14FW,3,3,3,3,1,1
CAN-8J88ZSUDYF,3,3,3,3,2,0
CAN-5AITIRYJOV,2,2,3,2,2,2
CAN-48C2D4O5DX,2,3,3,3,1,1
CAN-XJPA2ROKKS,3,3,3,3,2,2
CAN-FNRLYWFM6B,3,5,3,3,2,2
CAN-RED0F809QB,3,3,3,3,2,1
CAN-MKMQ1XEC1C,3,2,3,2,2,1
CAN-TIPOLC684X,2,2,3,3,2,2
CAN-D95VGR4ESJ,3,3,3,3,2,1
CAN-9PKMYV93GO,2,3,3,2,2,2
CAN-T0CGHDSTEG,2,2,3,3,2,1
CAN-74AL3B9H6M,3,3,3,3,2,1
CAN-E3SLY07F7C,2,2,3,2,2,2
CAN-IX3NJYMYMG,3,3,3,3,2,2
CAN-HW442XS312,3,3,3,3,2,2
CAN-5S5OOMKX7X,1,2,3,3,2,1
CAN-7EQMMMLPZI,3,3,3,3,2,1
CAN-HMDGX8OXCP,2,3,3,3,2,2
CAN-NIGIZJMUU6,2,2,3,2,2,2
CAN-Y0F08BD3RJ,3,2,3,2,2,1
CAN-Q9B2XEA0GM,3,3,3,3,2,2
CAN-4ZYHTUBMRG,2,3,3,3,0,1
CAN-JB37DNW0NX,3,3,3,3,2,1
CAN-UT5RW1KFOB,2,3,3,3,1,2
CAN-K4RDFO707V,3,3,3,3,2,1
CAN-4WW8JRNEU9,2,2,3,3,2,2
CAN-PZEI55M0T2,3,3,3,3,2,2
CAN-115E6R0TVA,3,3,3,3,2,2
CAN-J0DPR4NDSO,3,2,3,3,2,0
CAN-2ZZ9CVQ4BB,2,4,3,2,2,1
CAN-AZVGB4JZT3,4,3,3,4,2,1
CAN-3Y9K6Y4VVS,2,3,3,1,1,2
CAN-OWS3QWL0GW,3,3,3,3,2,1
CAN-QXZLSQC85G,4,4,4,3,1,1
CAN-RJTOS8HMPW,3,3,3,3,2,1
CAN-QARVV3J0GP,3,2,3,3,2,2
CAN-4KNMD4UME8,3,3,3,3,2,0
CAN-KSO64N1VQ4,2,3,3,3,2,1
CAN-GKIY8211G3,2,3,3,2,2,2
CAN-59HB4659T8,3,3,3,3,2,2
CAN-GWAEVOUXZH,3,5,3,3,3,2
CAN-T0O6IL9QTB,3,3,4,3,2,1
CAN-Q1MGLC2BHN,3,2,3,2,2,2
CAN-CDO93JBDPP,3,3,3,3,2,1
CAN-4C9A1LJYCO,3,2,3,2,2,0
CAN-2WY3QK5N4V,3,3,3,3,2,0
CAN-IUHXBH8HR7,3,3,3,3,2,1
CAN-0K9ZMGMVXU,2,2,3,3,2,1
CAN-6QLZ0SPYFK,3,3,4,2,2,2
CAN-CSIU24JP7R,3,2,3,3,2,2
CAN-5U5IK8VVCA,3,2,3,4,2,1
CAN-J8HBTS5APO,3,2,3,3,1,1
CAN-QTZTO1EZQY,3,3,3,3,2,1
CAN-RPE1594X08,3,3,3,3,2,1
CAN-N23HJAQNSV,3,2,3,3,2,1
CAN-TKNECBPKQV,3,2,3,3,2,1
CAN-RHVAHA78QC,3,3,3,3,2,2
CAN-QRFUZUTBGB,3,3,3,3,2,2
CAN-SPWV3AT6QE,3,3,3,2,0,0
CAN-NQ010MEBQA,2,3,3,3,2,0
CAN-WXMOJJ9BA0,3,3,3,3,2,2
CAN-XN7O7TQV5Q,0,0,3,0,0,0
CAN-YK2N80NUMI,3,3,3,3,1,2
CAN-J06RKTPZYF,3,2,3,3,2,1
CAN-UU4RE1OE9O,3,3,3,2,2,1
CAN-3YJFR1B3T0,3,2,3,2,2,1
CAN-2E4PYIM0N9,3,2,3,2,2,2
CAN-3EWL5E7AF9,3,3,3,3,2,1
CAN-EWINGK5GFQ,3,3,3,3,2,1
CAN-MGZUY7ZT7Y,2,3,2,2,2,2
CAN-MUQQFLP9RC,3,3,3,2,2,2
CAN-BZ6HY38742,3,3,3,2,2,1
CAN-K27NGN0466,2,3,2,3,0,2
CAN-7P7VRCSYMF,3,3,3,2,2,1
CAN-OPOUSJ7BKW,1,3,2,3,2,2
CAN-O9JJKU2OC6,1,3,3,2,1,2
CAN-F9Z65E9BNP,3,3,3,2,2,2
CAN-QIGO7R4L93,3,2,2,3,2,2
CAN-SNURRYY21D,3,3,3,4,2,2
CAN-FLL9D2QEOV,2,3,3,3,2,2
CAN-5YUGOYBYGN,3,3,3,3,2,2
CAN-OYKE1NRFQF,3,2,3,3,2,0
CAN-V4BN8OG63U,3,3,3,2,1,1
CAN-PN8CXSA4UY,3,3,3,3,2,1
CAN-WM27G4N7RI,2,3,3,3,2,2
CAN-X00JLUGSHG,3,3,3,3,2,2
CAN-98HG5SXLQ2,3,3,4,3,2,0
CAN-S1P1G57QU1,3,3,3,3,2,1
CAN-JFUC8HQZ9P,3,3,4,2,2,1
CAN-D0WRPIQR1S,3,3,4,2,2,2
CAN-B1NTZ8CSZC,3,4,3,3,5,1
CAN-4IYKTVD0Y2,3,2,3,2,1,1
CAN-V55HNR1FB6,1,3,3,2,2,0
CAN-WQUXEUDWH8,3,2,3,3,0,2
CAN-WB4ZPM5PTW,2,3,3,2,2,1
CAN-NSK4OV97DW,3,3,3,3,2,2
CAN-V9C13UU7X4,3,3,3,3,2,2
CAN-1AMMUCF5R6,3,3,3,3,2,1
CAN-QKWVWNU62J,3,3,3,3,2,2
CAN-IY693SK5SX,3,3,3,3,2,2
CAN-5HZLMG9DM2,3,3,3,3,1,1
CAN-Y6F2JFCLDF,3,3,3,3,1,1
CAN-Y20TQB3TS5,3,3,3,3,2,2
CAN-6FIO389AU7,2,2,3,3,2,0
CAN-GRA38D14NY,3,2,3,3,2,2
CAN-8GA93H6KIG,3,3,3,3,2,1
CAN-B59SITVGUU,3,3,3,3,2,1
CAN-EB58KEL4UN,3,2,3,3,2,2
CAN-PPYZ15G93Y,2,3,3,3,1,2
CAN-14KOFXWOII,3,3,3,4,2,1
CAN-CKLXPC2OP3,3,2,3,2,1,1
CAN-XZTOPHGQLA,3,3,3,3,2,1
CAN-IX8Y3DKM80,3,3,3,3,2,0
CAN-5AVZEGFE2H,3,3,3,3,2,2
CAN-V8CINKV6MD,2,3,3,3,2,2
CAN-VTT1P0TVT3,3,2,3,2,2,0
CAN-F9ZSNIC7ZF,2,1,3,3,2,1
CAN-8G8DNC475G,3,3,3,2,2,2
CAN-DC1GA9MDH1,3,2,3,3,2,1
CAN-KTHXUQ2414,2,2,3,3,2,2
CAN-TK9TB1S19Y,3,3,3,3,2,1
CAN-FKLYJ7U1YS,3,3,3,3,2,2
CAN-AZ16WO3HMM,3,3,4,3,2,2
CAN-D6X2W1YHOP,2,3,2,1,2,2
CAN-QMY2HW9Z2L,0,3,2,3,2,0
CAN-NBY8LIJY2H,3,3,3,3,2,2
CAN-RLYHGGB812,3,3,3,2,2,2
CAN-1VI3VJALX0,3,3,3,2,3,2
CAN-LDZLCJBUXC,3,2,3,3,1,1
CAN-XQB0VYH16Q,3,2,2,2,1,1
CAN-C0IOUR82A9,3,3,3,3,2,2
CAN-O9USYJHQMC,2,2,3,3,1,1
CAN-IT144LSF3N,2,3,3,3,2,2
CAN-25Z0WY8KD6,3,3,3,3,2,2
CAN-FIZHRZAR05,2,3,3,3,2,2
CAN-GILJ7LILF0,3,3,3,2,2,2
CAN-8KKC5F5AQD,2,4,3,2,2,2
CAN-ZFXYQS3LE0,3,3,3,2,2,2
CAN-YXK9SET97I,3,3,3,3,2,1
CAN-2PCC3NOW4K,3,3,3,3,1,0
CAN-YJ8LGGS30N,2,3,3,3,2,1
CAN-QXMH7RZQL4,3,3,3,3,2,2
CAN-ZKQBFUAFRU,3,3,3,3,1,0
CAN-N16LL8NXK4,3,2,3,3,2,1
CAN-3NXAVY8SDC,3,3,3,2,1,0
CAN-VRA3QD4LKN,3,2,3,3,2,1
CAN-BQIQJRH9EA,3,3,3,3,1,0
CAN-HM7OL3T2UR,3,2,3,3,2,0
CAN-PGKS43FOZA,3,3,3,3,2,1
CAN-D2PFDQ12NJ,2,3,3,3,2,2
CAN-FQM2P9C434,3,3,3,3,2,2
CAN-H9S24QT57H,3,2,3,3,2,2
CAN-JNL2Y64NDE,3,3,3,4,2,0
CAN-NHYBV973VF,3,4,5,4,2,3
CAN-VV8EGL3P7J,4,3,3,3,2,2
CAN-6045ADGW9W,3,1,3,3,2,1
CAN-7V5BRMWDYN,2,2,3,2,2,1
CAN-0LXDBUWLQ7,2,5,4,4,2,2
CAN-2B6CKB4AM3,3,3,3,3,2,2
CAN-IB1UKY7N49,3,2,3,3,1,2
CAN-62QUHP68MF,3,3,3,3,2,1
CAN-V8HPD7A03Y,3,3,2,3,2,1
CAN-YVRMB50LXO,3,3,3,2,2,1
CAN-VEK7XHPIZ6,2,3,3,2,2,1
CAN-3MZEWJWVQV,2,3,3,3,2,1
CAN-XYEX43VOYI,3,2,3,3,2,2
CAN-X79KUGCGXF,3,3,2,3,2,1
CAN-MABXUV3TAL,3,3,3,3,2,2
CAN-7D5DQF7XL8,3,3,3,3,1,1
CAN-7N1QIS1P0T,3,3,3,3,2,2
CAN-Q6MZ6ATUA3,2,3,3,3,2,1
CAN-22C0KBIBGX,1,3,3,3,2,2
CAN-QXSZDS1R7A,2,3,3,2,1,1
CAN-QER84ULG9Y,2,3,2,2,2,1
CAN-4ITWAMFK9B,3,2,2,2,2,1
CAN-VJ1ATXQ4KR,2,3,3,3,2,2
CAN-SAG6OOLHJ4,2,2,3,3,2,1
CAN-NEE7OHMDBH,3,3,3,2,2,1
CAN-VSJ3C41K8Q,3,2,4,3,2,2
CAN-OA6NKRF6V4,2,2,3,3,2,1
CAN-D5NC4Z9MRT,3,2,3,3,1,1
CAN-OEHFM0HS62,3,3,3,3,2,2
CAN-BKC59F5ISB,3,3,3,2,2,2
CAN-23GYE6HE20,3,3,3,1,2,1
CAN-VDCOXWSZXH,2,2,3,3,1,2
CAN-8OR3H1DVKB,2,3,3,3,2,1
CAN-G3H2H70T1A,3,3,3,2,2,2
CAN-A2RLXDB62M,3,3,3,2,2,0
CAN-TFIY9NVZ36,3,3,3,3,1,1
CAN-REDCIZDXQE,3,2,3,3,2,1
CAN-AMCMM74SFC,3,3,3,3,2,2
CAN-5EJMGHC7OC,3,2,3,3,2,1
CAN-UI1U043NP9,3,3,3,3,1,1
CAN-89FRT03JTJ,3,3,3,3,2,2
CAN-UAQ6A2MRLN,3,3,3,3,1,0
CAN-ECUKBF2RLK,3,3,3,3,2,2
CAN-KW0T6CZF0L,3,3,3,2,2,2
CAN-7ORK8UDKVH,3,3,3,2,2,1
CAN-4ZGH2F12FP,2,2,3,1,1,0
CAN-54KWA4BNP7,3,3,3,3,2,2
CAN-SG5U028016,2,3,3,3,2,1
CAN-HJS5W082N0,2,2,3,3,2,1
CAN-QEGWAHB7RD,2,3,3,2,2,2
CAN-8TJHW4WBK3,3,3,3,3,2,2
CAN-VYOKKOADRW,3,3,3,3,2,1
CAN-SDM4G1BDLU,2,2,3,3,2,0
CAN-Y1Y3LQ7S0L,3,3,4,4,1,3
CAN-Y7RX7KEVXX,3,3,3,2,2,2
CAN-2DW9MSYMJQ,2,3,3,3,2,0
CAN-AITYIWW83A,3,3,3,2,2,1
CAN-BJTZ2DB4B3,3,3,3,3,3,1
CAN-3Q3YHKOENF,3,3,3,3,2,1
CAN-GJSIBIEMVI,2,3,3,2,2,1
CAN-NNRES5LUF3,3,3,3,3,2,2
CAN-NLMN0T07BP,3,2,2,3,2,2
CAN-ESMS79TW4C,3,3,3,3,2,0
CAN-EFMLH4AZ8C,2,3,3,3,2,1
CAN-8ACIB3TIXZ,3,2,3,2,1,0
CAN-3NCAYDN8CP,3,3,3,3,1,2
CAN-PKIE7Q0H3U,3,3,3,3,2,2
CAN-QQD7AB5NP9,2,3,3,2,2,0
CAN-IS90B3HO56,3,3,3,3,2,0
CAN-0L3CPINI4S,3,1,3,1,2,1
CAN-VJN7UPSHOJ,3,2,3,3,2,2
CAN-8KGWUW4SKS,2,2,3,3,1,2
CAN-EAIKZUPUCZ,3,3,3,2,1,2
CAN-BTEY34OLQN,2,4,3,3,2,1
CAN-6YFVP55M71,2,4,3,3,2,2
CAN-DUM3MGSSVO,3,3,3,1,3,2
CAN-1EQ7SMS5JH,2,3,3,3,1,2
CAN-BKOQVVDXUK,3,2,3,3,2,1
CAN-31V14CVNRN,3,3,3,3,2,2
CAN-YRN7H93CAX,3,3,3,3,2,1
CAN-LEAVRTKVKC,3,3,3,3,2,1
CAN-PN9BSQN8BF,2,3,3,3,2,1
CAN-HCGEAS3XIO,1,2,4,2,2,2
CAN-801W1A4WEY,3,2,3,1,2,2
CAN-9CWVT8WCDN,3,3,3,2,2,2
CAN-TXTL7SNHZM,3,3,2,3,2,1
CAN-8QXJ8716JA,3,3,3,2,2,2
CAN-WW2REK6C37,4,6,3,4,1,2
CAN-GSA1V1C5XY,3,2,3,2,2,0
CAN-J0TRN9J5WF,3,3,3,2,2,2
CAN-4R3PLMWKWY,4,3,3,3,2,1
CAN-PWCBV4LX81,3,3,3,2,1,0
CAN-BORYXXCWLN,3,3,3,3,2,2
CAN-K2A4JNVXUW,2,3,3,3,2,0
CAN-M51UR78723,3,3,3,2,2,2
CAN-8YA7HMZ3G4,3,2,3,3,2,2
CAN-YDF3FMFDY1,3,2,3,2,1,1
CAN-TQB2ZHM7AW,3,3,3,3,2,1
CAN-06KQJT3GYE,2,3,3,3,2,2
CAN-RYU04TI8VK,2,3,3,3,2,1
CAN-GZEALX7JNA,3,3,2,2,1,2
CAN-U1FVNAE86G,2,3,3,3,2,2
CAN-693NHGTCCO,3,3,3,2,1,1
CAN-SERRXL90E8,3,3,3,3,2,2
CAN-296OQT3940,2,2,3,3,1,1
CAN-7U9I4X4FVY,3,3,3,3,2,1
CAN-JETF89TPVE,3,3,3,3,2,1
CAN-QZE5QAIJ2T,3,2,3,3,2,1
CAN-L1EZLEJAPN,2,3,3,3,3,1
CAN-AVM29L6DN0,3,3,3,3,2,2
CAN-U60RDCJCIF,2,3,3,1,0,2
CAN-ETTCRBIX78,3,3,3,3,2,2
CAN-L7FT92XBXZ,2,3,3,2,2,2
CAN-9HFYK4ACVA,3,3,3,3,2,2
CAN-9376DNJQQG,3,3,3,2,2,2
CAN-F3ZIWGQXP8,3,2,3,3,1,1
CAN-HXRO70A82F,1,3,3,2,2,2
CAN-7D2MPV07R1,3,3,3,3,2,2
CAN-Z62EUI237C,1,0,3,0,0,0
CAN-8L34KZS6NQ,3,3,3,3,2,0
CAN-YG0U7FRBGR,3,3,3,3,2,2
CAN-U5Z6O3N2U3,0,0,3,0,0,0
CAN-1HCUV195DS,3,3,3,3,2,1
CAN-S3RG8F0GRD,3,3,3,1,1,0
CAN-90BWPU99GZ,3,3,3,3,2,1
CAN-89W39GXL5C,3,2,3,3,2,2
CAN-XZ98GCGHCU,1,2,1,2,1,1
CAN-1K57GST90P,3,3,3,3,2,0
CAN-GO5W166Q1U,3,3,3,2,1,2
CAN-XV4LYFVWOG,2,2,2,2,2,1
CAN-6Q8N38GZS6,3,3,3,2,2,1
CAN-IJ7GD6SUFL,3,3,3,2,1,2
CAN-JD5CE2WCX7,3,3,3,2,1,2
CAN-1PBR359D2Y,3,3,3,3,2,2
CAN-JGPS9MTYOD,3,3,3,3,2,1
CAN-YMZ8GXT0V7,2,3,3,2,2,1
CAN-4WHAIGCX2N,2,2,3,3,2,1
CAN-M5IT4ZBOWO,3,3,3,3,2,2
CAN-NJOXYJBQD9,3,2,3,3,2,0
CAN-GAX0YPE2FX,3,3,2,3,3,1
CAN-DC1VLNRXPS,3,3,3,3,2,2
CAN-2FXP57ARJC,3,2,2,2,2,1
CAN-E3LLO4UPYF,3,3,3,3,2,2
CAN-09G36G25MN,3,2,3,1,2,1
CAN-TTMLCSCZNT,3,3,3,1,2,2
CAN-6F53JLLC6U,3,2,3,2,2,1
CAN-74XUC8U3CX,3,3,3,3,2,2
CAN-2K94183LQ5,3,2,3,3,2,1
CAN-VKAWM4YETJ,3,2,2,3,2,1
CAN-XPVYI6742H,2,3,3,3,2,2
CAN-5IO5CTO1JJ,3,3,3,3,2,1
CAN-Q0KKP22A95,3,3,3,3,2,0
CAN-ORKZN824RG,5,4,3,4,2,3
CAN-WI78IBGSKU,3,2,3,2,1,1
CAN-VXBX97401O,3,3,3,3,2,2
CAN-XO1VMB981I,3,3,3,3,2,1
CAN-LNWVJ017E1,3,2,3,3,2,2
CAN-WRDGX4Q3WL,3,3,3,5,3,1
CAN-Y2HUHC2X5N,2,3,3,3,2,1
CAN-548S5A0NB4,3,3,3,3,2,2
CAN-G1VE84XEWB,2,3,3,3,2,1
CAN-97KW2GJO7R,2,3,3,2,2,2
CAN-CHAXL7M28V,3,1,3,2,2,2
CAN-FWJQU5U5J5,5,6,3,5,2,3
CAN-83KSJN75YE,3,3,3,3,2,2
CAN-NCOZKUNQOB,2,2,4,5,2,2
CAN-KS0O4ZF6PM,3,3,3,3,2,1
CAN-V5ALQLD56F,3,3,3,2,2,2
CAN-OEWO6KZPSB,2,3,3,3,1,1
CAN-O9KD78X3AD,3,3,3,3,2,1
CAN-8CUR0BA8NM,3,4,3,3,2,2
CAN-UITSBC81FI,3,3,3,3,2,2
CAN-4O6SZLDUHD,3,2,3,3,2,0
CAN-AVCBZA7MBS,3,3,3,1,2,0
CAN-2DCEFWCLPD,3,1,3,3,2,2
CAN-WKLVROPBPC,3,2,3,3,2,1
CAN-ACSU8HRDEN,1,3,3,3,2,1
CAN-IQQZ081V85,3,3,3,3,2,2
CAN-Y98BA36YDB,2,3,3,3,2,1
CAN-8FIBOV1YMG,3,2,3,3,2,0
CAN-ZF030PHF1M,1,3,3,2,2,1
CAN-Y3W3KA22G9,3,3,3,2,2,2
CAN-CKSIE8OX85,3,2,3,2,2,2
CAN-2PR0HCI80H,2,3,3,2,1,1
CAN-R65WXKMAWY,3,3,3,3,2,1
CAN-YQRUKBCOZP,2,3,3,3,2,2
CAN-82LO3SHCO7,3,2,3,3,2,1
CAN-L2O3MUZAJP,3,3,3,3,2,0
CAN-TWIO5Q5WWU,3,3,3,3,2,2
CAN-66JZFYYG2J,3,3,3,2,2,0
CAN-J2HPSO98LK,3,3,3,3,2,1
CAN-ILBQL57PPN,3,3,3,3,2,1
CAN-SR7DX9OFT9,3,3,3,3,2,1
CAN-WWFHEH59JJ,2,2,3,3,2,2
CAN-LYDIHB8XH0,3,3,3,3,2,1
CAN-J2926COTNB,3,3,3,3,2,2
CAN-XN7DIQYEKW,2,2,3,2,2,0
CAN-6I4345GKV7,4,3,3,3,2,2
CAN-LFGP4CL8LP,3,3,3,2,2,2
CAN-ZA0BFNFP7A,3,2,3,3,2,1
CAN-PIVOP1KXYY,3,3,3,3,2,2
CAN-8TEJTE9XDF,3,3,3,2,2,1
CAN-JVZIZTQC52,2,3,3,2,2,2
CAN-JMVUB26Z57,3,3,3,3,2,0
CAN-OD86QDASWH,3,3,3,3,2,1
CAN-MCFA00TFNH,2,3,3,3,1,1
CAN-0L38G1N75Y,3,3,3,2,2,1
CAN-JFZC3LI1DK,3,3,3,3,1,1
CAN-ZK3IZQ6BX4,1,3,3,1,2,1
CAN-CNXJCQGO57,3,3,3,3,2,0
CAN-881UVQO0EH,3,4,4,3,2,1
CAN-JPFX6X3Y69,1,3,3,3,2,1
CAN-06UWNYPQNN,3,3,3,3,2,1
CAN-F9UEJIEDYN,3,3,3,3,2,2
CAN-SJZX3G1ZMX,3,2,3,2,2,0
CAN-Q4HF309UD0,3,3,4,3,2,0
CAN-SA9ZUP5KGW,3,3,4,3,2,0
CAN-HJCBJ374WI,4,3,3,4,2,1
CAN-ZQ71TFGBHT,3,3,3,3,2,2
CAN-RVGJUWBCI5,3,3,3,3,2,1
CAN-KRR3BB9H9M,2,3,3,3,2,1
CAN-FZX8UBSYU5,3,3,3,3,2,1
CAN-LTLE85F8XR,3,3,3,3,2,2
CAN-GHPUPXQE1G,3,3,3,3,2,2
CAN-ES2U390D1N,3,3,3,3,1,2
CAN-YLEQO33HOV,3,3,3,3,2,2
CAN-AGPL8EXNCY,1,2,3,3,2,1
CAN-U39TZS4HCR,3,3,2,3,2,1
CAN-WBUAYAATC5,3,3,3,3,2,2
CAN-0CSFV0P1SW,3,3,3,3,2,0
CAN-B0LWZEV6SL,3,2,3,3,3,1
CAN-ES5QWOHZTZ,5,2,3,6,3,3
CAN-JWJSPWX53O,3,3,3,3,2,1
CAN-SB5B6QBOOB,2,2,3,3,2,1
CAN-DLWL0T4GZQ,3,3,3,3,2,1
CAN-BW6SN4EZ7A,2,3,3,3,2,2
CAN-GEAE44KQIJ,2,3,3,3,2,2
CAN-VPWOPXMKUK,3,3,3,3,2,2
CAN-SQWVD37T1Q,3,3,3,3,2,1
CAN-2Y009WBA3R,2,2,3,3,1,2
CAN-V3HLLMZ9QJ,2,1,3,3,2,1
CAN-ER2L4DZCNR,2,2,2,3,0,1
CAN-CBMK5MIY2C,3,1,3,3,1,2
CAN-A9ML7D9MAI,3,3,3,1,2,2
CAN-U45RJTIE0D,3,2,3,2,1,2
CAN-GTNKMZPPU2,3,3,3,3,0,1
CAN-CR05RAJKSX,2,3,3,1,2,1
CAN-KIJPG4YR44,2,1,3,3,2,0
CAN-ND9HQCBYX0,3,4,3,3,0,3
CAN-H517PK20RP,2,3,3,2,1,2
CAN-NDYGDP4SE2,3,3,3,3,2,1
CAN-V2LARIK6QO,3,2,3,2,2,2
CAN-FNG444MU0X,3,3,3,3,2,2
CAN-93298QFQQL,3,1,3,3,2,1
CAN-JHS0ZRTM9F,3,2,2,3,2,1
CAN-0SYUSUFDHW,2,2,3,3,2,0
CAN-VB1685ICUZ,3,3,3,5,2,2
CAN-G6VOB9WW9T,3,3,3,2,2,1
CAN-HY8DSZOKBC,2,1,3,2,2,1
CAN-2X4L1APEZG,3,3,3,2,2,1
CAN-2AZ6MY05RD,3,3,2,3,1,1
CAN-V2PYKHSXHH,3,3,3,1,1,1
CAN-0F9KXWTWU0,2,2,3,3,2,0
CAN-N5CLO5XVZV,3,3,3,3,1,1
CAN-YHLIBLHM5B,5,3,3,4,2,2
CAN-Q2L71B0VME,2,3,2,3,1,1
CAN-D2VKHW2SOC,3,3,3,3,2,0
CAN-ZM71LNU5WP,3,3,3,2,2,1
CAN-LF35ACB9VV,3,3,3,3,2,2
CAN-3SIRI5RUX4,3,3,3,2,1,2
CAN-XXAK63DUO4,0,0,3,0,0,0
CAN-CM79HDNKR7,1,3,3,2,2,0
CAN-C5XO3DHQXE,2,2,3,3,2,1
CAN-9AKIDMY9KY,3,3,3,3,2,1
CAN-VNPISGXD4Q,2,3,3,3,2,3
CAN-U8T78OTGBW,0,0,3,0,0,0
CAN-9UBZRHEFMK,3,3,3,2,2,1
CAN-12C1PDFYUO,3,3,1,3,1,0
CAN-XISCA042DN,3,3,3,3,1,2
CAN-M3ER3DGRHF,3,3,3,3,1,0
CAN-480XHKWI7J,3,2,3,2,1,1
CAN-DPOH9WQY0M,1,2,3,2,2,1
CAN-4GN44TU2DL,3,3,3,3,2,2
CAN-77AARFYXE5,2,3,3,3,2,2
CAN-X2WR2QC2FN,5,4,3,4,2,2
CAN-RVTTN4KTXO,3,3,3,2,1,2
CAN-BTN5C4QKTY,3,3,3,2,2,1
CAN-941MAHPFBZ,3,3,3,3,2,2
CAN-TN2YSZ6FJ7,3,2,3,3,2,1
CAN-FBIRKE769M,3,3,3,3,2,2
CAN-SWFDWZ3YAH,3,3,3,3,2,2
CAN-E2FZJZ8WLH,4,3,5,3,2,2
CAN-K1P3DVRGW7,3,3,3,3,1,2
